data_avgyear,country,med_exp,min_wage
2003,Australia,25844.6633561346,0.0
2003,Australia,25844.6633561346,0.0
2003,Australia,25844.6633561346,0.0
2003,Australia,25844.6633561346,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2004,Slovenia,10169.1784589078,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2006,Slovenia,10461.5935228924,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
2008,Slovenia,11381.3472633056,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
1997,Spain,12986.8556348774,0.0
